Agent_id,status,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget
12,0,20,126,2875,163,20,3,160,8,0,8165,5,4
74,0,20,126,2786,163,20,3,29,8,1,1108,1,0
6,0,20,199,706,163,20,3,111,8,5,14337,5,5
109,0,21,126,2258,163,20,3,130,8,3,25607,1,0
20,0,15,127,3110,163,20,3,81,8,5,5848,2,5
98,0,21,127,1618,99,20,3,160,8,5,21195,2,5
52,0,20,127,3191,163,20,3,130,8,5,22862,2,5
20,0,15,280,2943,167,20,3,34,8,0,3365,2,0
14,0,16,126,2396,31,20,3,194,8,1,25607,5,5
5,0,20,127,3741,163,20,3,165,8,5,5848,5,5
25,0,10,126,2544,163,20,3,130,8,0,21195,1,4
74,0,25,126,2830,163,20,3,18,8,1,3365,5,5
105,0,21,126,1505,163,20,3,206,8,3,5517,2,5
16,0,20,126,2457,173,20,3,111,8,1,18192,1,5
21,0,16,127,2343,131,20,3,7,8,5,18889,2,5
91,0,2,126,2729,163,20,3,130,8,3,5517,1,4
35,0,25,126,3868,163,20,3,73,8,0,12104,5,5
109,1,30,126,1035,163,20,3,87,8,0,13421,2,0
19,0,20,258,301,142,20,3,111,8,5,6301,2,5
51,0,2,126,716,163,20,3,87,8,3,22820,1,5
51,0,21,126,1190,0,20,3,165,8,3,24253,0,5
16,0,16,126,2745,163,20,3,98,8,3,13421,1,4
70,0,20,126,3868,163,20,3,87,8,3,7643,1,5
70,0,25,280,2127,163,20,3,200,8,3,6301,0,0
57,0,25,126,1730,163,20,3,194,8,1,22820,2,0
77,0,21,126,3580,174,20,3,206,8,0,24253,5,5
60,0,2,127,65,163,3,3,166,8,5,11317,2,5
70,0,25,164,3110,163,9,3,160,8,5,132,5,5
22,0,21,126,3688,163,20,3,18,8,3,23660,1,5
41,0,21,126,3868,163,20,3,148,8,1,9697,1,6
9,0,10,126,4085,163,20,3,109,8,3,3333,1,4
92,0,25,126,2127,163,20,3,109,8,0,23660,0,5
25,0,29,127,1265,163,20,3,194,8,5,22596,1,5
60,0,20,126,1708,28,20,3,109,8,1,14015,5,4
11,0,29,126,1080,163,20,3,194,8,0,22034,1,4
18,0,29,126,776,74,20,3,18,8,1,22596,2,0
80,0,21,126,1281,163,20,3,18,8,3,20694,2,4
74,0,7,126,154,89,20,3,84,8,0,14015,1,5
109,0,20,126,3886,163,20,3,109,8,3,1360,5,5
11,0,16,127,1292,163,3,3,82,8,5,17113,2,5
111,0,9,126,2075,163,3,3,151,8,0,10679,1,5
13,0,21,126,2333,167,20,3,151,8,1,1641,2,0
13,0,21,126,1264,31,20,3,194,8,3,13683,1,0
69,0,29,126,1541,163,20,3,130,8,1,1473,2,0
25,0,21,126,1055,6,20,3,111,8,0,17113,1,0
32,0,25,127,133,163,20,3,7,8,5,1641,5,5
69,0,21,126,1292,163,20,3,35,8,0,13683,1,4
20,0,15,280,503,163,20,3,22,8,0,8572,2,0
105,0,21,126,3711,163,20,3,194,8,0,24923,1,4
104,0,20,164,2844,163,24,56,73,8,5,11351,1,5
95,0,21,126,441,163,20,3,151,8,0,25386,1,4
106,0,20,126,2049,99,20,3,194,8,0,8572,1,5
106,0,16,127,778,31,20,3,82,8,5,24923,5,5
20,0,15,280,2121,99,20,3,133,8,0,19098,5,5
77,0,19,126,2353,163,20,3,194,8,0,18892,2,5
77,0,29,126,2936,163,20,3,148,8,3,1248,1,4
70,0,20,126,694,163,20,3,35,8,0,22749,0,5
47,0,25,126,2505,163,20,3,194,8,1,19098,5,6
40,0,10,126,3172,163,20,3,109,8,1,17642,1,5
46,0,29,127,3868,163,20,3,194,8,5,1248,5,5
55,0,25,127,2943,167,20,3,186,8,5,11293,0,5
12,0,20,126,2841,163,20,3,18,8,1,25584,2,4
107,0,11,126,438,163,20,3,26,8,1,10713,2,4
74,0,21,126,2936,163,20,3,18,8,3,18072,1,4
6,0,10,126,1369,163,20,3,73,8,3,2471,2,5
109,0,18,126,778,31,20,3,50,8,0,11293,1,5
98,0,20,199,2624,163,20,3,109,8,5,25584,1,4
52,0,21,126,1172,150,20,3,109,8,0,18072,0,4
5,0,21,126,2900,163,20,3,111,8,0,25153,1,4
14,0,16,126,1264,31,20,3,194,8,0,16568,2,5
17,0,11,126,4022,163,20,3,151,8,5,3218,1,6
62,0,26,126,3688,163,20,3,18,8,5,16568,0,4
17,0,21,126,4142,0,20,3,194,8,3,13473,1,0
7,0,20,127,2127,163,20,3,109,8,5,11044,0,5
53,0,21,126,4019,163,20,3,160,8,0,18479,5,4
105,1,30,164,3270,25,20,3,29,8,5,7298,5,5
16,0,29,126,2234,86,20,3,18,8,1,17486,2,4
97,0,21,126,1598,163,20,3,84,8,3,18479,5,5
24,0,11,126,2457,173,20,3,109,8,3,11044,2,0
4,0,29,245,262,144,20,3,50,8,5,7298,1,5
95,0,20,126,1769,165,20,3,151,8,3,16638,2,0
37,0,21,199,3868,163,20,3,194,8,5,25006,5,5
21,0,16,126,3868,163,20,3,18,8,1,16663,2,4
91,1,30,126,2273,163,20,3,109,8,0,18368,0,4
37,0,25,127,515,99,20,3,6,8,5,16638,5,5
60,0,16,127,103,99,20,3,176,8,5,15874,5,4
62,0,20,127,2605,99,20,3,4,8,5,20690,1,5
61,0,29,126,297,163,20,3,194,8,1,23398,5,0
61,0,29,126,3868,163,20,3,194,8,0,25785,5,5
94,0,15,126,2943,167,20,3,81,8,0,6121,2,6
21,0,21,126,331,163,20,3,91,8,3,20690,5,5
55,0,20,126,1292,163,20,3,194,8,3,13943,2,0
62,0,23,127,3373,163,17,35,109,8,5,6121,1,5
55,0,16,126,2108,37,20,3,194,8,0,19840,0,5
20,0,15,127,2943,167,20,3,113,8,5,20660,2,5
7,0,21,164,3270,25,20,3,194,8,5,12720,5,5
20,0,15,126,1541,163,20,3,81,8,0,3604,2,5
74,0,21,126,2195,163,20,3,109,8,0,14555,1,4
19,0,20,126,3457,58,20,3,73,8,3,20369,2,4
20,0,15,127,1633,99,17,35,11,0,5,7773,1,5
112,0,20,126,3276,111,20,3,165,8,0,23431,2,5
57,0,18,126,2208,134,20,3,73,8,1,13401,0,4
22,0,21,126,2273,163,20,3,109,8,0,16907,0,4
25,1,30,126,2701,142,20,3,109,8,0,19347,2,4
25,0,8,126,3766,45,20,3,130,8,3,15542,1,4
60,0,20,126,1781,165,20,3,151,8,1,13401,1,4
18,0,20,126,4062,163,20,3,111,8,0,16907,2,5
53,0,21,126,3344,99,20,3,87,8,0,20843,0,5
80,0,24,126,1827,76,20,3,111,8,0,19347,1,5
25,0,29,199,1140,163,20,3,194,8,5,15542,5,5
20,0,15,258,2456,36,20,3,81,8,5,23114,2,5
103,0,7,127,2049,99,11,30,29,8,5,1630,1,5
104,0,10,127,2049,99,20,3,200,8,5,24881,0,5
62,0,24,126,645,99,20,3,111,8,0,3702,0,5
104,1,30,126,3785,99,20,3,50,8,0,23114,5,0
67,0,16,245,1630,119,20,3,194,8,5,1630,1,5
80,0,18,258,846,0,20,30,194,8,5,1031,2,5
62,0,29,199,2943,167,20,3,87,8,5,6329,5,5
109,0,20,199,2121,99,20,3,130,8,5,1212,5,5
104,0,20,126,1200,163,20,3,109,8,0,1415,2,5
67,0,21,126,1626,142,20,3,148,8,3,23189,1,5
52,0,21,126,1492,143,20,3,111,8,0,1212,1,5
67,0,21,126,3504,163,20,3,130,8,0,9049,1,5
100,0,20,126,1157,175,20,3,26,8,0,13462,1,5
46,0,21,280,2928,84,20,3,87,8,3,16662,1,4
5,0,10,126,2092,163,20,3,18,8,0,9049,2,4
20,0,15,164,3068,74,20,30,138,0,5,25306,5,5
46,0,21,127,638,99,20,3,194,8,5,11423,1,5
62,0,16,199,1322,174,20,3,73,8,5,24701,5,5
20,0,15,127,3270,25,20,3,133,8,5,1636,0,5
105,0,16,280,2844,163,20,3,18,8,3,3677,0,5
111,0,16,126,1527,99,20,3,194,8,3,3508,1,5
111,0,10,126,3280,35,20,3,194,8,3,24701,2,5
16,0,20,126,31,36,20,3,111,8,0,1636,2,5
21,0,26,126,2928,84,20,3,111,8,3,13982,0,5
90,0,29,280,411,99,20,3,89,8,0,5413,1,5
79,0,29,199,1847,31,20,3,194,8,5,2747,5,5
91,0,16,280,3295,99,20,3,18,8,0,13982,2,5
28,0,20,126,1306,99,20,3,73,8,0,9961,1,4
20,0,15,127,647,163,20,3,69,8,5,13891,2,5
19,0,20,126,1170,163,20,3,18,8,1,1845,1,4
65,0,20,199,2943,167,20,3,118,8,5,13234,5,5
57,0,21,126,3295,99,20,3,73,8,0,11084,1,5
62,0,5,127,1157,175,20,3,75,12,5,17762,5,5
96,0,11,126,2055,54,20,3,109,8,1,13891,2,4
20,0,15,136,952,99,20,3,47,8,5,17762,1,5
20,0,15,127,2127,163,20,3,156,8,5,1765,0,5
18,0,21,126,3785,99,20,3,111,8,0,9964,1,5
20,0,15,280,1666,99,20,3,65,8,0,1204,1,4
18,0,29,164,1306,99,20,3,194,8,5,24455,5,5
80,1,30,258,3344,99,19,30,87,8,5,6135,2,5
10,0,15,127,1893,31,20,3,109,8,5,9608,5,5
21,0,21,127,301,142,20,3,6,8,5,17639,2,5
25,0,16,127,316,99,20,3,160,8,5,6135,2,5
103,0,0,126,456,99,20,3,87,8,1,2765,2,4
39,0,21,126,1049,118,20,3,29,8,3,14036,1,0
4,1,30,164,3785,99,20,3,165,8,5,25216,5,5
17,1,30,126,2173,99,20,3,18,8,3,589,2,5
12,0,21,127,1306,99,20,3,89,8,5,21202,1,5
111,0,21,127,2605,99,20,3,194,8,5,14036,1,5
74,0,5,93,2605,99,24,56,68,8,5,25216,1,5
52,0,20,136,2848,99,20,30,188,8,5,25123,2,5
39,0,7,126,3270,25,20,3,194,8,0,24931,2,5
100,0,10,126,1351,91,20,3,50,8,3,2720,1,4
28,0,18,127,3935,99,20,3,4,8,5,9948,1,5
28,0,20,127,435,99,22,42,194,8,5,8957,1,5
20,0,15,192,4173,180,15,14,5,9,5,25642,5,1
105,0,20,277,1306,99,20,3,64,8,5,15898,2,5
20,0,15,164,1025,36,20,3,120,8,5,10852,5,5
16,0,10,126,301,142,20,3,194,8,1,9247,1,5
111,0,21,126,1292,163,20,3,35,8,1,25642,1,5
70,0,20,127,2943,167,20,3,6,8,5,10852,0,5
102,0,29,127,638,99,3,3,128,8,5,10703,1,5
102,0,21,195,3420,142,20,3,194,8,5,9956,2,5
78,0,25,164,27,163,9,3,187,8,5,22652,5,5
91,0,21,280,2848,99,20,3,18,8,3,12082,5,0
35,0,21,126,32,36,20,3,50,8,3,8616,1,0
21,0,23,126,3785,99,20,3,194,8,0,9956,2,4
28,0,20,126,2049,99,20,3,151,8,3,22652,2,5
28,1,30,258,3785,99,20,3,148,8,5,8616,2,5
40,0,16,127,2121,99,20,3,14,8,5,4928,1,5
20,0,15,164,3036,131,15,43,69,8,5,7682,5,5
19,0,20,126,2943,167,20,3,109,8,0,1243,2,5
103,0,10,126,3242,53,20,3,73,8,3,7223,1,0
22,0,21,39,2605,99,26,39,172,10,5,2419,5,5
40,0,24,127,860,99,17,35,200,8,5,7223,0,5
9,0,10,126,638,99,20,3,109,8,0,2419,2,5
92,0,16,126,2049,99,20,3,194,8,0,17848,2,5
25,1,30,127,2049,99,20,3,151,8,5,19515,5,5
60,0,10,126,3785,99,20,3,151,8,0,16875,1,5
18,0,7,126,1781,165,20,3,194,8,1,2114,2,6
103,0,16,127,2943,167,20,3,18,8,5,20011,1,5
54,0,20,127,119,61,20,3,206,8,5,16875,1,5
32,0,25,126,3886,163,20,3,130,8,0,24397,0,5
103,0,16,126,878,99,20,3,194,8,0,24397,5,0
104,0,20,199,1306,99,20,3,194,8,5,19687,5,5
20,0,15,164,2049,99,20,3,47,8,5,21001,5,5
40,0,20,39,2605,99,26,39,89,8,5,142,5,5
12,0,20,127,1505,163,20,3,169,8,5,15182,0,5
62,0,20,126,3785,99,20,3,194,8,0,15182,2,3
74,0,20,126,2921,163,20,3,165,8,3,13052,1,4
6,0,10,126,2848,99,24,56,194,8,0,17879,1,0
109,0,21,164,4090,153,20,3,124,4,5,13052,5,5
52,0,20,126,2594,99,20,3,130,8,1,2592,1,5
5,1,30,126,2605,99,20,3,73,8,1,3222,2,0
13,0,26,117,2028,99,20,3,130,8,5,17775,5,5
20,0,15,127,2605,99,15,29,113,8,5,10664,5,5
20,0,17,136,2605,99,20,3,68,8,5,24901,2,5
9,0,20,129,4173,121,15,53,95,8,5,18591,5,5
4,0,20,126,3544,115,20,3,194,8,0,3464,1,4
47,0,20,199,576,142,20,3,151,8,5,3068,5,5
16,0,7,126,2707,150,20,3,109,8,0,3275,5,5
20,0,15,199,3404,163,20,3,133,8,5,23603,5,5
20,0,15,127,1396,99,20,3,185,8,5,17511,5,5
91,0,7,126,4094,163,20,3,73,8,0,25988,0,5
20,0,15,39,2605,99,26,39,172,10,5,5589,5,5
19,0,25,199,3042,8,11,30,91,8,5,9897,5,5
20,0,15,199,3036,131,15,43,69,8,5,7882,5,5
37,0,21,280,3101,99,20,3,87,8,0,20578,2,4
16,0,25,164,103,99,20,3,194,8,5,17395,5,5
20,0,15,127,638,99,20,3,11,0,5,4355,2,0
90,1,30,126,2028,99,20,3,130,8,1,4402,1,5
20,0,15,195,1650,99,20,3,81,8,5,16693,2,5
55,0,21,127,1264,31,20,3,84,8,5,9940,1,5
55,0,21,127,638,99,20,3,194,8,5,652,1,5
20,0,15,199,2605,99,20,3,17,8,5,1306,5,5
7,0,16,127,1620,163,20,3,7,8,5,20578,1,5
112,0,25,126,2921,163,20,3,151,8,0,9523,5,4
13,1,30,164,323,144,20,3,194,8,5,1306,5,5
112,0,20,199,103,99,20,3,194,8,5,18370,5,5
67,0,29,126,103,99,20,3,194,8,0,4402,0,4
20,0,15,164,3868,163,20,3,14,8,5,6820,5,5
57,0,16,126,3079,99,20,3,109,8,0,4308,2,5
22,0,29,126,1768,167,20,3,87,8,1,15704,0,4
41,0,20,126,2921,163,20,3,73,8,1,6820,2,4
34,0,21,126,3023,34,20,3,109,8,0,9621,5,5
25,0,10,195,2848,99,20,3,6,8,5,13769,0,5
104,0,20,126,3868,163,20,3,130,8,0,9621,2,5
80,0,7,126,2278,176,20,3,109,8,3,21807,1,5
10,0,16,126,2511,99,20,3,151,8,0,2666,5,5
21,0,16,245,4173,4,20,3,201,8,5,21165,1,5
25,0,24,126,1137,163,20,3,194,8,0,15004,0,5
103,0,20,199,1989,99,20,3,18,8,5,12117,5,5
91,0,8,126,453,163,20,3,130,8,3,17761,2,5
104,0,18,126,1527,99,20,3,130,8,0,21165,2,5
40,0,20,126,2635,163,20,3,111,8,0,18279,1,4
103,1,30,280,2835,99,20,3,87,8,0,8908,2,5
62,0,16,126,1416,163,20,3,18,8,0,18279,1,5
74,0,21,126,2812,34,20,3,73,8,1,18510,2,0
57,1,30,126,2605,99,20,3,18,8,3,2096,2,0
20,0,15,164,1512,165,20,3,133,8,5,4879,5,5
109,0,21,126,2902,163,20,3,194,8,0,20792,1,6
20,0,15,136,2049,99,20,3,133,8,5,10303,2,5
46,0,29,126,3810,163,20,3,128,8,1,20792,1,5
98,0,29,126,1322,174,20,3,73,8,3,14765,5,5
52,0,10,126,4061,99,20,3,109,8,3,10303,1,5
70,0,20,126,3785,99,20,3,91,8,0,4659,2,5
111,0,20,126,662,167,20,3,165,8,1,10980,2,5
74,0,20,127,3868,163,20,3,127,8,5,20730,1,5
17,0,21,126,2049,99,20,3,87,8,0,18272,1,4
62,0,21,164,1622,161,20,3,109,8,5,2446,5,5
79,0,29,126,2921,163,20,3,151,8,1,10980,2,0
100,0,29,126,1527,99,20,3,109,8,1,20730,5,5
20,0,15,129,4173,121,15,31,133,8,5,18272,5,5
65,0,20,195,2573,163,20,3,6,8,5,26169,2,5
92,0,16,127,2028,99,20,3,146,8,5,15662,5,5
65,0,21,127,1618,99,20,3,194,8,5,14952,5,5
5,0,29,126,2108,37,20,3,73,8,1,22103,2,4
62,0,5,199,2049,99,20,30,194,8,5,11329,5,5
20,0,15,199,2457,173,20,3,69,8,5,15662,5,5
39,0,2,192,4173,180,15,19,200,8,5,14952,5,5
39,0,21,126,3810,163,20,3,128,8,1,11329,1,4
28,0,19,277,1055,6,20,3,194,8,5,6278,2,5
57,0,21,126,2534,163,20,3,130,8,1,5095,5,5
20,0,15,164,4049,150,15,43,11,0,5,6278,5,5
67,0,21,280,1130,99,20,3,6,8,0,15733,1,5
20,0,15,164,175,69,15,43,138,0,5,18328,5,5
18,0,21,280,1130,99,20,3,6,8,3,950,1,5
35,0,21,126,2049,99,20,3,73,8,0,10236,2,4
103,0,21,126,1784,163,20,3,91,8,1,4474,2,5
4,0,23,126,3962,163,20,3,91,8,0,18328,5,5
100,0,20,280,677,163,20,3,204,8,0,950,1,5
62,1,30,126,1443,163,20,3,160,8,3,6238,1,0
6,0,16,126,2605,99,20,3,194,8,0,19097,0,4
95,0,21,199,2074,163,20,3,151,8,5,3587,5,5
5,0,20,280,1351,91,20,3,7,8,3,6741,2,0
105,0,20,126,3831,152,20,3,87,8,1,18788,1,5
20,0,15,127,3423,175,20,3,133,8,5,19097,5,5
16,0,25,127,1322,174,3,3,98,8,5,3587,0,5
97,0,20,127,1781,165,20,3,194,8,5,16269,2,0
41,0,25,126,4136,163,20,3,6,8,1,13005,0,5
20,0,15,129,4173,121,15,53,173,8,5,15826,5,5
78,0,16,127,2848,99,20,3,7,8,5,17995,5,5
7,0,16,126,2028,99,20,3,194,8,0,14074,1,5
19,0,21,126,1306,99,20,3,35,8,0,8825,1,5
62,0,21,164,2521,100,9,3,194,8,5,16644,5,5
6,0,8,127,1306,99,12,0,73,8,5,8825,5,5
109,0,21,127,357,163,20,3,194,8,5,18080,2,5
5,0,8,280,2848,99,20,3,6,8,0,2587,5,5
91,0,29,126,2504,163,20,3,73,8,1,4660,0,4
20,0,15,199,3818,131,15,43,11,0,5,17209,5,5
78,0,21,126,1630,119,20,3,87,8,3,17209,1,5
35,0,16,126,4038,163,20,3,18,8,0,15826,1,5
41,1,30,126,2341,142,20,3,6,8,0,6149,1,4
78,0,26,127,778,31,20,3,84,8,5,20132,5,5
